Gene,PA1,PA2,PA3,PA4,PA5,HC06,HC07,HC1,HC15,HC23
GAA,1088,2148,712,5739,3689,7159,5885,8104,4172,8691
EIF4A3,1707,2464,2381,1085,1120,1427,1322,1181,1114,1190
CARD14,8,83,5,102,101,100,72,57,37,30
SGSH,13,321,13,259,228,283,233,367,222,141
SLC26A11,18,94,8,102,64,99,63,116,64,43
RNF213,19096,6310,10080,27952,27576,14925,20268,17849,14409,12004
ENDOV,57,56,52,25,43,44,28,30,44,69
NPTX1,0,0,0,0,0,0,0,0,0,2
RPTOR,14,1,0,21,63,73,35,44,30,97
CHMP6,234,694,350,212,236,278,292,403,366,404
BAIAP2,404,328,226,613,949,694,605,643,900,586
AATK,508,1337,177,8780,6788,11679,7703,12111,10038,8577
CEP131,41,29,10,143,112,225,178,155,83,205
SLC38A10,681,1676,400,2575,2661,4625,4178,3874,3017,4613
BAHCC1,0,0,0,28,61,63,61,63,32,75
ACTG1,20288,31074,26716,28602,26194,40056,44292,42361,46197,35448
FSCN2,0,0,0,1,5,2,0,2,0,0
FAAP100,51,137,14,150,181,324,231,264,183,396
NPLOC4,796,929,496,1742,1981,2512,2198,2529,1751,3001
TSPAN10,0,0,0,0,0,1,0,0,0,0
PDE6G,24,0,60,10,5,22,16,9,32,23
OXLD1,125,267,170,112,123,195,159,201,232,266
CCDC137,238,288,159,204,210,324,325,256,256,462
ARL16,629,374,727,179,278,196,173,206,286,316
HGS,1393,1395,1019,5355,5901,7311,6249,6869,6618,6681
MRPL12,26,22,33,27,42,44,40,23,50,41
SLC25A10,18,0,0,0,11,3,3,2,0,8
GCGR,0,0,0,0,0,0,0,0,0,0
PPP1R27,4,0,0,2,1,4,12,6,7,7
P4HB,1119,1940,1176,2584,2710,3926,3570,3653,2963,4352
ARHGDIA,926,1651,778,5753,6840,8449,9962,7560,7798,8989
ALYREF,31,54,25,236,282,336,303,206,236,404
ANAPC11,1318,1838,1624,163,137,304,231,229,279,332
NPB,0,0,2,2,2,10,7,5,8,7
PCYT2,26,95,34,55,45,93,63,83,56,96
SIRT7,1315,2506,2436,2469,2420,3424,2564,2923,3644,3055
MAFG,170,508,123,544,397,476,463,523,353,350
PYCR1,0,0,0,1,2,0,1,0,0,1
MYADML2,0,0,0,0,0,0,0,0,0,0
NOTUM,0,0,0,0,0,0,0,0,0,0
ASPSCR1,37,73,64,42,74,75,63,68,67,101
LRRC45,4,10,10,17,29,47,21,19,32,43
RAC3,0,0,0,2,2,1,2,2,3,5
DCXR,248,589,390,171,179,407,283,279,349,299
RFNG,171,284,57,463,492,738,606,601,710,899
GPS1,139,135,230,202,349,507,356,396,351,666
DUS1L,75,282,57,164,256,364,203,214,246,415
FASN,2,0,2,36,40,62,40,32,12,62
CCDC57,50,136,173,317,262,342,248,260,226,315
SLC16A3,467,1279,541,11712,12926,16044,16807,16400,18962,16272
CSNK1D,5107,5328,4106,11419,10564,12788,11985,12371,12023,12521
CD7,16,10,14,186,372,175,149,67,338,195
SECTM1,370,484,391,11791,22042,22408,26074,23486,34981,22589
TEX19,0,0,0,0,0,0,0,0,0,0
UTS2R,0,0,0,0,0,0,0,0,0,0
OGFOD3,10,0,50,26,46,68,55,48,39,46
NARF,6718,11982,7377,6317,4945,5891,6579,5636,5486,5815
FOXK2,133,311,95,326,339,709,564,586,352,657
WDR45B,721,943,588,1357,1518,1785,1790,1456,1236,2044
RAB40B,0,0,0,1,5,3,0,0,2,4
FN3KRP,22,0,111,60,55,64,54,46,53,154
FN3K,0,0,0,2,8,1,0,0,0,2
TBCD,412,402,383,639,543,576,516,499,723,581
ZNF750,0,0,0,1,1,0,0,1,0,0
B3GNTL1,777,1175,771,698,658,896,694,963,1025,783
METRNL,983,2453,493,2891,1523,2744,2018,1916,3011,3573
USP14,33,31,42,26,70,62,44,34,30,95
THOC1,58,2,72,47,71,44,35,48,23,82
COLEC12,4,0,0,1,0,2,2,4,1,0
CETN1,0,0,0,0,0,0,0,0,0,0
CLUL1,0,0,0,0,0,0,0,0,0,0
TYMS,3,0,0,0,5,4,1,0,3,4
ENOSF1,24,45,3,17,24,10,11,7,10,27
YES1,24,9,13,41,47,36,42,56,45,74
ADCYAP1,0,0,0,0,0,0,0,0,0,1
METTL4,705,167,518,501,609,531,619,739,548,537
NDC80,284,86,304,143,150,95,98,124,127,124
SMCHD1,20910,11110,11008,85827,79421,62066,54899,69117,41768,49846
EMILIN2,252,175,150,620,929,1079,1911,1578,570,1140
LPIN2,4171,3499,1826,9751,11102,11493,9209,12030,6418,9628
MYOM1,109,77,62,106,140,106,78,172,102,150
MYL12A,23731,27508,42854,8921,10370,10956,11930,11588,20246,9766
MYL12B,19312,25681,28163,11542,13304,12507,12994,12039,18698,12267
TGIF1,271,295,158,173,330,288,224,295,311,374
DLGAP1,0,0,12,2,7,6,3,5,5,2
ZBTB14,73,91,206,106,135,138,157,105,97,208
EPB41L3,18,23,15,23,113,50,8,1,12,17
TMEM200C,0,0,0,0,0,0,0,0,0,0
L3MBTL4,0,0,0,1,4,2,1,0,0,4
ARHGAP28,0,0,0,0,0,0,0,1,0,0
LAMA1,0,0,0,0,0,0,0,0,0,0
LRRC30,0,0,0,0,0,0,0,0,0,0
PTPRM,8,0,1,5,13,14,0,1,0,11
RAB12,103,19,54,177,260,183,185,150,127,292
MTCL1,0,0,0,2,1,0,0,1,0,7
NDUFV2,1656,1886,2140,409,504,542,602,422,550,632
ANKRD12,6090,3638,5340,13099,12679,12015,14389,11881,13618,14571
TWSG1,42,19,140,143,109,117,103,88,91,133
RALBP1,4123,5860,3089,13412,9599,12413,19581,12545,18684,13246
PPP4R1,5130,5747,3121,13470,12605,14893,17276,14525,14827,20214
RAB31,20894,18309,37259,11375,14166,13132,15487,12303,15605,14992
TXNDC2,0,0,15,3,16,7,10,4,1,8
VAPA,7964,13026,13625,7554,5440,6171,10394,7107,7687,5889
APCDD1,0,0,0,0,1,0,1,0,1,9
NAPG,642,214,577,671,764,669,647,683,508,846
PIEZO2,0,0,0,0,2,0,0,0,2,0
SLC35G4,0,0,0,0,0,1,0,0,1,0
GNAL,244,74,90,495,543,439,322,598,420,353
CHMP1B,9468,8261,9723,8364,9430,10706,9587,10467,11359,11274
MPPE1,2127,1709,2038,3757,4474,6591,4552,6235,3737,4698
IMPA2,1416,2284,1156,3701,4156,7106,5847,5996,7134,8896
ANKRD62,0,0,0,1,5,2,1,3,3,4
CIDEA,0,0,0,0,0,0,0,0,0,0
TUBB6,9,0,7,4,11,15,5,1,3,14
AFG3L2,16,57,45,34,72,58,38,55,19,87
SPIRE1,12,7,0,5,12,1,9,7,7,18
PSMG2,285,127,255,173,308,353,290,249,342,475
CEP76,0,0,0,4,18,16,8,10,12,20
PTPN2,822,789,1021,630,825,713,684,618,630,755
SEH1L,56,0,41,26,52,44,27,20,17,46
CEP192,314,344,216,710,1093,852,857,889,380,752
LDLRAD4,123,132,180,193,188,311,350,241,203,248
FAM210A,54,0,25,12,14,12,10,2,8,24
RNMT,151,114,263,176,273,269,231,236,164,416
MC5R,0,0,0,0,0,0,0,0,0,0
MC2R,0,0,0,0,0,0,0,0,0,0
ZNF519,2,0,22,0,1,2,0,0,0,1
POTEC,0,0,0,0,0,0,0,0,0,0
ANKRD30B,0,0,0,0,0,0,0,0,0,0
ROCK1,3938,3036,2788,9748,9433,9427,11675,9950,10178,8764
GREB1L,5,0,8,10,18,10,7,6,3,7
ESCO1,1028,578,645,841,919,815,805,847,661,995
SNRPD1,143,152,125,28,51,31,42,26,24,42
ABHD3,6162,3859,6777,4129,6824,4700,3794,3965,5474,4620
MIB1,391,314,352,1207,1322,1239,1081,1277,629,998
GATA6,0,0,0,0,1,0,0,0,0,2
CTAGE1,0,0,0,0,0,0,0,0,0,0
RBBP8,62,135,113,121,175,155,139,145,94,137
CABLES1,0,0,0,1,0,1,0,1,0,0
TMEM241,0,0,2,4,4,4,9,2,1,4
RIOK3,1219,1292,969,2465,2735,2736,2429,2459,2027,2540
NPC1,139,44,90,270,327,379,259,359,221,413
ANKRD29,0,0,0,0,0,0,0,0,0,0
LAMA3,0,0,0,1,0,0,0,0,0,0
TTC39C,221,123,216,21,39,45,18,6,15,54
CABYR,1,23,0,9,4,7,3,3,6,4
OSBPL1A,82,73,150,622,425,408,1242,339,319,234
IMPACT,39,16,117,99,150,111,104,135,59,160
HRH4,7,91,326,83,174,193,203,177,144,212
ZNF521,0,0,0,1,0,3,0,2,0,0
SS18,186,79,226,321,448,462,371,289,280,454
PSMA8,7,0,0,0,0,0,0,0,0,1
TAF4B,9,0,0,8,7,6,0,0,0,4
KCTD1,0,0,0,2,1,0,0,0,0,3
AQP4,0,0,0,0,0,0,0,0,0,0
CHST9,0,0,0,0,0,0,0,0,0,0
CDH2,126,173,73,103,91,289,189,343,45,96
DSC3,30,44,44,23,18,35,40,24,27,25
DSC2,1846,2351,3318,2959,2263,3828,5994,3288,3547,4433
DSC1,5,0,0,1,2,6,2,4,2,1
DSG1,0,0,0,0,0,0,0,1,0,0
DSG4,0,0,0,0,0,0,0,0,0,0
DSG3,32,36,28,23,24,22,27,23,35,37
DSG2,0,1,1,1,1,1,0,1,2,2
TTR,0,0,0,0,0,0,0,0,0,0
B4GALT6,0,1,0,6,4,3,2,2,2,4
SLC25A52,0,0,2,7,0,4,1,1,1,7
TRAPPC8,1225,918,1249,3420,3972,3955,3525,3973,2748,3837
RNF125,85,132,291,161,355,269,202,271,242,352
RNF138,1546,1608,1753,1566,2448,1398,1924,1665,1268,1562
MEP1B,0,0,0,4,2,5,1,0,1,1
KLHL14,6,0,0,3,7,1,1,0,0,2
CCDC178,0,0,0,0,0,0,0,0,0,0
ASXL3,1,0,0,0,1,1,0,0,0,0
NOL4,0,0,0,0,0,0,0,0,0,0
DTNA,0,0,4,3,0,2,0,4,2,2
MAPRE2,810,817,1410,871,989,1049,981,1074,1311,1326
ZNF397,195,161,120,561,527,394,300,554,348,404
ZSCAN30,65,45,41,261,162,155,121,185,114,131
ZNF24,2336,2089,1841,4539,5310,4857,3792,4098,3686,5237
ZNF396,66,98,72,94,94,131,49,105,148,147
INO80C,410,508,704,230,251,377,309,336,381,367
GALNT1,685,844,531,1827,2053,2188,2051,2039,1669,2289
C18orf21,400,492,432,254,352,312,249,268,411,290
RPRD1A,446,400,207,757,525,578,512,676,499,650
SLC39A6,458,126,379,671,875,882,1000,998,485,1270
ELP2,193,103,65,120,114,138,94,87,80,134
MOCOS,0,0,1,0,1,0,0,0,0,1
FHOD3,6,2,2,2,4,4,3,3,0,4
TPGS2,148,170,285,133,122,366,348,202,276,509
KIAA1328,45,87,37,14,16,22,27,18,24,53
CELF4,0,0,0,0,0,0,1,1,0,1
PIK3C3,940,739,891,1099,1088,1092,1102,1005,785,1197
RIT2,0,0,0,0,0,0,0,0,0,0
SYT4,0,0,0,0,0,0,0,0,0,0
SETBP1,25,201,84,65,60,107,60,50,30,24
SLC14A2,16,12,17,3,10,9,11,5,9,6
SLC14A1,8,0,0,7,11,13,3,11,2,13
SIGLEC15,0,0,0,3,2,6,1,3,0,4
EPG5,870,647,499,1680,2711,1499,1716,2058,1328,1413
PSTPIP2,1550,1199,1842,2303,4768,1669,2606,2709,3841,1368
HAUS1,47,0,215,16,36,34,36,22,19,96
C18orf25,1490,728,1762,1837,2189,1447,1271,1299,1490,1989
RNF165,11,15,0,2,3,5,4,2,0,5
LOXHD1,89,2,56,109,312,308,180,221,192,124
ST8SIA5,0,0,0,0,1,3,1,0,0,3
PIAS2,118,225,164,94,139,149,107,99,86,248
KATNAL2,7,0,0,9,5,3,3,4,1,7
HDHD2,65,98,135,50,60,102,90,72,52,110
IER3IP1,42,73,130,33,50,67,32,33,33,94
SKOR2,0,0,0,0,0,0,0,0,0,0
SMAD2,1195,1226,1380,1923,2311,2256,2151,2063,1970,2392
ZBTB7C,0,0,0,0,0,1,0,0,0,0
CTIF,14,110,15,70,169,157,135,63,100,261
SMAD7,76,83,129,221,246,340,268,250,284,354
DYM,213,110,208,290,353,521,477,463,357,562
C18orf32,214,223,350,186,151,362,321,252,285,372
RPL17-C18orf32,0,0,0,0,0,0,0,0,0,0
RPL17,53,66,58,68,50,69,45,33,47,67
LIPG,0,0,0,0,0,0,0,0,0,0
ACAA2,75,38,197,76,120,126,105,87,124,211
MYO5B,1,0,1,1,0,1,2,1,2,4
CFAP53,1,0,2,17,17,10,5,9,13,16
MBD1,823,810,525,1843,2240,2461,2002,2422,1762,2582
CXXC1,346,580,276,598,889,1218,858,1121,828,1065
SKA1,46,58,40,55,25,54,70,37,105,51
MAPK4,0,1,0,0,0,0,0,0,0,0
MRO,1,0,0,0,4,2,0,2,0,2
ME2,1381,2855,1586,2155,2867,3801,4229,3393,2934,3380
ELAC1,27,1,48,4,5,5,7,15,9,14
SMAD4,1085,1065,640,1835,2029,2073,1866,1876,1494,2158
MEX3C,40,24,79,309,281,363,391,237,207,525
DCC,0,0,0,0,0,0,0,0,0,0
MBD2,1399,1138,811,4589,5059,5978,6608,5258,6593,5910
POLI,194,129,500,318,534,259,378,296,397,312
STARD6,0,0,0,0,0,0,0,0,0,0
C18orf54,17,0,10,9,15,11,3,6,5,14
DYNAP,0,0,0,0,0,0,0,0,0,0
RAB27B,29,45,23,48,101,19,7,4,8,6
CCDC68,0,0,0,0,1,0,0,0,0,0
TCF4,117,82,56,29,57,45,24,16,11,40
TXNL1,1048,974,1403,702,868,990,876,780,964,994
WDR7,152,455,131,299,529,447,392,438,238,618
BOD1L2,0,0,0,0,0,0,0,0,0,0
ST8SIA3,0,0,0,0,0,0,0,0,0,0
ONECUT2,0,0,0,0,1,0,0,1,0,0
FECH,17,2,138,30,91,52,86,80,52,126
ATP8B1,11,0,5,5,6,8,2,3,3,3
NEDD4L,6,1,25,5,4,9,1,7,15,9
ALPK2,0,0,0,0,2,0,0,1,0,0
MALT1,206,99,144,389,480,480,428,409,217,519
ZNF532,2,0,1,3,9,22,1,1,0,6
SEC11C,153,239,321,43,59,49,59,55,47,109
GRP,0,0,0,0,0,0,0,0,0,0
RAX,0,0,0,0,0,0,0,0,0,0
CPLX4,0,0,0,0,1,0,0,0,0,0
LMAN1,35,1,3,41,76,63,21,22,15,79
CCBE1,1,0,1,1,1,0,0,0,1,2
PMAIP1,3267,3336,3493,928,1499,1358,1069,634,869,1480
MC4R,0,0,0,0,0,0,0,0,0,0
CDH20,0,0,0,1,1,0,0,0,0,0
RNF152,0,0,0,1,1,2,0,2,0,0
PIGN,79,0,51,86,118,95,98,117,64,85
TNFRSF11A,0,0,6,1,2,2,0,1,0,3
ZCCHC2,7299,1000,3816,7416,5748,3208,4485,3063,2622,3766
PHLPP1,214,238,428,733,767,991,829,958,1307,869
BCL2,27,5,20,52,45,86,27,59,27,60
KDSR,121,83,45,115,170,97,139,170,170,105
VPS4B,2951,2261,3251,4500,4829,5295,4639,5480,4349,5045
SERPINB5,1,0,0,0,0,0,0,0,0,0
SERPINB12,0,0,0,0,0,0,0,0,0,0
SERPINB13,0,0,0,0,0,0,0,0,0,0
SERPINB4,0,0,0,0,0,0,0,0,0,0
SERPINB3,0,0,0,0,0,0,0,0,0,0
SERPINB11,0,0,0,0,0,0,0,0,0,0
SERPINB7,0,0,0,0,0,0,0,0,0,0
SERPINB2,3,0,52,22,30,38,18,76,23,49
SERPINB10,7,0,64,5,25,3,4,4,3,20
HMSD,0,0,0,0,0,0,0,0,0,0
SERPINB8,580,797,714,376,428,470,585,536,322,316
CDH7,0,0,0,0,0,0,0,0,0,0
CDH19,0,0,0,0,0,0,0,0,0,0
DSEL,10,10,10,3,7,4,5,6,6,5
TMX3,233,453,308,468,965,468,500,566,455,515
CCDC102B,0,0,3,0,1,0,0,1,0,1
DOK6,0,0,0,1,2,2,0,0,3,3
CD226,10,0,11,34,58,19,0,2,3,29
RTTN,6,2,33,19,26,24,17,24,10,38
SOCS6,0,74,24,9,30,31,23,26,19,23
CBLN2,0,0,0,0,0,0,0,0,0,0
NETO1,0,0,0,1,1,1,3,0,0,0
FBXO15,0,0,0,0,0,1,0,0,0,0
TIMM21,22,0,30,14,17,10,12,15,10,35
CYB5A,17,35,56,1,9,10,4,3,3,7
C18orf63,0,0,0,0,0,0,0,0,0,0
CNDP2,300,348,248,259,1078,547,347,475,413,691
CNDP1,0,0,3,2,1,0,0,0,1,0
ZNF407,335,501,333,525,556,597,589,606,316,592
TSHZ1,44,89,33,105,135,112,77,95,97,200
SMIM21,0,0,0,0,0,0,0,0,0,0
ZNF516,10756,11234,10946,11375,6476,8854,8369,8849,6375,7790
ZNF236,79,117,94,136,139,179,146,165,75,209
MBP,9055,8402,5768,18974,18822,24214,21018,24749,19042,25711
GALR1,0,0,0,0,0,0,0,0,0,0
SALL3,0,0,0,0,0,0,0,0,0,0
ATP9B,102,329,173,113,219,291,322,169,145,403
NFATC1,177,308,140,362,689,579,719,409,315,524
CTDP1,345,560,446,1797,2087,2645,3269,2772,2036,2589
KCNG2,2,0,0,3,0,5,5,2,0,1
HSBP1L1,29,32,25,26,33,76,10,26,119,37
TXNL4A,129,364,93,165,247,346,262,233,335,347
RBFA,0,0,0,6,10,14,5,3,2,3
ADNP2,276,157,93,379,485,550,443,382,300,534
PARD6G,1,0,2,16,19,25,6,34,10,9
OR4F17,0,0,0,0,0,0,0,0,0,0
MIER2,3,44,0,72,162,85,76,39,160,90
THEG,0,0,0,0,0,0,0,0,0,0
C2CD4C,0,0,0,0,0,0,0,0,0,0
SHC2,0,0,0,0,0,0,0,0,0,1
ODF3L2,0,0,0,0,0,0,1,0,1,0
MADCAM1,39,45,56,129,123,98,93,179,334,329
TPGS1,24,74,70,21,26,56,70,46,110,89
CDC34,265,752,375,1404,1650,2719,2899,2484,2804,2358
GZMM,15,41,20,27,30,54,46,21,65,50
BSG,5127,5242,5608,7175,8470,16152,15344,15594,15267,15713
HCN2,0,0,0,0,2,2,4,4,3,5
POLRMT,15,0,12,37,110,173,81,177,74,130
FGF22,0,0,0,3,2,2,0,1,1,0
RNF126,95,95,71,455,499,856,658,546,779,1173
FSTL3,1,0,0,21,33,19,12,6,9,24
PRSS57,0,0,0,0,1,3,7,3,3,5
PALM,0,0,0,0,1,0,0,0,0,1
MISP,0,0,0,0,0,0,0,0,0,0
PTBP1,397,914,385,2847,3460,4933,4112,4164,3067,5186
AZU1,42,223,87,39,95,58,9,27,59,93
PRTN3,1,49,3,4,14,16,2,12,22,30
ELANE,51,190,82,25,55,35,8,34,47,82
CFD,1912,20662,2775,8802,948,3554,15763,3501,2263,4352
MED16,711,2171,604,2173,1647,2859,2732,2742,3083,3085
R3HDM4,4902,11898,3722,39240,32187,47059,48484,47593,58012,47545
KISS1R,1,0,5,108,40,145,47,83,161,92
ARID3A,645,669,144,2563,1940,3751,3586,3283,1801,2695
WDR18,50,0,59,13,32,44,17,42,48,41
GRIN3B,0,9,3,47,46,40,35,105,68,83
TMEM259,427,633,192,5464,6407,6556,5091,8466,7195,7835
CNN2,9365,26881,16372,37197,39271,34573,51288,55700,59502,51334
ABCA7,251,6526,1682,15751,15782,8593,14381,17852,13140,15388
POLR2E,1328,2438,2269,1002,1221,1716,1551,1639,2096,2421
GPX4,1110,2022,1588,607,1321,1533,1072,1780,1545,2552
SBNO2,1124,1194,369,23152,18479,22250,22724,27283,20557,15904
STK11,61,365,50,1080,1199,1578,1372,1221,1437,2003
CBARP,0,0,0,0,2,0,2,0,2,0
MIDN,1714,2319,886,31944,26625,29632,34194,21373,20216,27962
CIRBP,4194,5556,2731,4921,5612,5677,5708,6177,5745,7058
EFNA2,0,0,0,0,0,0,0,0,0,0
NDUFS7,423,898,743,123,143,332,173,215,238,365
GAMT,4,62,0,2,7,11,8,12,5,23
DAZAP1,68,149,33,422,651,786,517,510,559,899
RPS15,905,1620,1187,700,898,1657,970,1029,1547,1713
APC2,75,144,22,123,200,231,191,229,158,249
C19orf25,389,679,321,377,411,705,514,615,679,681
PCSK4,0,0,0,1,1,2,6,3,5,2
REEP6,7,0,3,0,1,3,0,1,0,6
ADAMTSL5,0,0,0,3,0,2,2,0,0,5
PLK5,0,0,0,0,0,0,0,0,1,0
MEX3D,0,1,0,11,8,19,5,13,9,18
MBD3,46,1,56,90,144,232,162,149,140,278
UQCR11,6817,10060,11212,1109,1053,1767,1664,1411,2859,1961
TCF3,17,6,52,50,126,139,69,74,71,204
ONECUT3,0,0,0,0,0,0,0,0,0,0
ATP8B3,8,0,11,90,67,111,114,90,76,162
REXO1,131,140,35,1498,1782,2175,1944,1994,1394,2273
KLF16,342,904,150,1859,1874,2592,2830,2029,2273,3031
ABHD17A,67,312,129,1609,1588,3279,2273,2655,3488,3346
ADAT3,8,4,0,38,24,36,24,40,52,60
SCAMP4,75,58,27,609,625,801,855,1169,741,1125
CSNK1G2,1899,3125,690,10182,12368,16233,13048,12977,14384,16018
BTBD2,205,343,133,825,867,987,811,1241,1062,1144
MKNK2,4384,4322,1425,24942,23050,32858,28914,30230,24563,30658
MOB3A,9338,11022,6167,27524,31160,36881,37192,36368,44955,37662
IZUMO4,23,0,17,106,97,101,69,113,187,129
AP3D1,629,832,214,2254,2487,3265,2879,3305,2368,3694
DOT1L,72,9,21,351,380,477,357,376,204,487
PLEKHJ1,722,604,855,343,430,652,571,515,771,691
SF3A2,40,24,12,493,679,983,1061,902,855,1317
AMH,1,0,0,4,15,10,18,10,26,5
JSRP1,0,0,0,0,2,0,0,0,0,1
OAZ1,47716,110665,59960,29759,25404,50282,40925,37120,62118,42876
LINGO3,17,109,104,1235,730,1497,1247,1164,1141,1516
LSM7,289,389,442,42,56,111,86,92,84,87
SPPL2B,121,131,90,386,541,713,549,599,550,1012
TMPRSS9,0,0,0,1,0,1,2,3,0,0
TIMM13,21,221,123,14,33,46,19,14,24,48
LMNB2,40,18,35,46,84,106,72,67,48,124
GADD45B,5539,2619,7474,3813,4732,3678,4714,4677,6094,3085
GNG7,280,338,594,836,647,559,1487,888,1836,1257
DIRAS1,1,0,0,6,14,10,8,7,11,20
SLC39A3,43,116,27,110,165,196,206,156,256,298
SGTA,389,649,482,1003,1281,1524,1398,1533,1389,1965
THOP1,12,0,0,14,16,26,16,15,20,32
ZNF554,6,3,26,15,28,22,21,19,15,37
ZNF555,5,3,15,19,15,20,14,26,21,47
ZNF556,0,0,1,0,0,0,0,0,0,1
ZNF57,0,0,0,3,10,5,3,1,3,11
ZNF77,3,0,28,10,13,15,13,6,11,23
TLE6,1,2,3,0,0,1,0,0,1,0
TLE2,0,0,13,4,3,7,1,0,2,7
GNA11,0,0,7,10,23,22,7,8,18,12
GNA15,136,129,81,369,476,668,440,499,517,541
S1PR4,2458,5797,2162,9271,7313,16584,14184,15625,18475,13698
NCLN,682,1107,312,2537,2052,2836,2810,2631,2856,2773
CELF5,0,0,0,2,1,2,1,0,1,2
NFIC,379,402,197,2360,2388,3727,3509,3634,2621,4122
SMIM24,0,0,7,7,8,13,6,9,8,10
DOHH,0,41,3,4,10,4,9,3,4,11
FZR1,451,498,232,1492,1658,2044,1831,1977,1335,2268
MFSD12,62,156,40,340,491,570,298,414,499,476
HMG20B,476,800,652,839,857,1190,928,841,1193,1377
GIPC3,0,0,0,4,13,1,1,1,1,1
TBXA2R,10,1,1,7,17,7,5,0,3,3
CACTIN,41,112,5,140,182,282,180,188,178,269
PIP5K1C,80,153,167,969,1173,1602,1415,1467,1028,2085
TJP3,3,0,0,6,1,8,2,5,13,2
APBA3,167,403,74,557,549,866,818,853,1230,1075
MRPL54,298,540,266,74,100,163,117,78,146,159
RAX2,0,0,0,1,2,0,0,0,0,0
MATK,12,0,5,16,3,32,10,5,19,49
ZFR2,1,2,0,1,3,1,1,0,4,4
ATCAY,0,0,1,2,2,1,1,0,0,0
NMRK2,0,0,0,0,0,2,1,0,2,0
DAPK3,202,289,156,813,823,1252,1088,1289,1092,1271
EEF2,171,505,61,2621,4437,6764,4185,5172,3098,7202
PIAS4,225,208,307,796,773,1124,924,1073,857,1107
ZBTB7A,141,81,89,2525,2403,3278,3251,3113,4198,4146
MAP2K2,1163,1676,1082,3066,3648,5297,5135,4710,6840,5312
CREB3L3,0,0,0,13,3,5,3,0,14,35
SIRT6,310,320,237,685,836,1164,867,929,1302,1294
ANKRD24,0,0,0,5,3,5,6,1,3,14
EBI3,0,0,0,0,0,0,0,0,0,1
SHD,0,1,5,0,3,1,1,0,0,0
TMIGD2,14,0,13,8,2,6,3,1,1,13
FSD1,0,0,0,1,0,2,0,0,0,0
STAP2,0,0,0,0,0,3,0,1,0,1
MPND,39,43,47,163,127,267,148,207,139,283
SH3GL1,306,515,187,1869,2058,2791,2712,2605,3491,3147
CHAF1A,65,1,24,180,159,217,188,177,153,325
UBXN6,641,1321,412,1261,2072,2241,2160,2232,2435,2631
PLIN4,645,465,195,3108,2167,2109,2734,2430,2398,1547
PLIN5,1579,1512,1233,2269,1942,2070,2295,1986,2620,1492
LRG1,14939,17133,19734,12362,11207,10315,13830,13186,13999,9502
SEMA6B,33,4,12,75,88,52,93,60,66,57
TNFAIP8L1,38,88,11,106,156,161,184,121,168,208
MYDGF,158,299,398,24,29,55,65,31,25,48
DPP9,154,326,115,750,769,1183,954,1036,744,1406
FEM1A,489,504,497,504,599,929,748,866,521,993
TICAM1,123,80,120,480,668,497,715,504,599,603
PLIN3,3533,4450,2431,3364,3362,4603,5825,5250,4585,4112
ARRDC5,57,32,15,14,23,19,22,29,21,20
UHRF1,25,12,26,47,42,60,82,73,42,58
KDM4B,1128,1554,735,9116,8502,12690,12841,13145,9107,13592
PTPRS,273,586,158,8,21,75,46,57,114,48
ZNRF4,0,0,0,0,0,0,0,0,0,0
TINCR,20,37,9,16,17,17,19,30,19,35
SAFB2,901,1042,996,2763,3098,3223,2928,3445,3564,3856
SAFB,1832,2222,1615,3141,2975,2884,2736,3172,2621,3103
HSD11B1L,6,3,8,18,26,35,21,16,24,34
RPL36,331,523,451,334,396,617,284,247,403,597
LONP1,27,84,25,42,84,96,48,47,44,133
CATSPERD,0,0,0,0,0,0,0,0,1,0
PRR22,2,0,0,9,6,11,9,10,8,8
DUS3L,33,21,37,48,48,104,63,87,56,110
NRTN,0,0,0,1,0,3,0,1,1,0
FUT6,0,1,0,1,0,0,0,0,0,1
FUT3,0,0,0,0,0,0,0,1,0,0
FUT5,0,0,0,0,0,1,0,1,0,0
NDUFA11,516,1233,642,192,255,528,331,326,444,378
VMAC,38,0,86,79,83,107,119,89,81,130
CAPS,101,92,116,159,192,186,205,180,289,230
RANBP3,756,706,757,1667,1569,2493,2334,2333,1986,2653
RFX2,753,907,574,2966,2994,4052,3236,3325,4464,6222
ACSBG2,3,0,0,3,3,1,0,1,1,4
MLLT1,504,461,179,4144,4479,7301,7590,5998,3690,7281
ACER1,0,0,0,0,0,0,0,0,0,1
CLPP,241,895,376,294,323,638,466,440,600,580
ALKBH7,197,919,177,168,165,408,289,258,347,309
PSPN,0,0,1,6,3,5,1,5,10,9
GTF2F1,702,467,451,1087,1206,1659,1509,1352,1080,1890
KHSRP,113,84,68,1006,1554,1673,1278,1548,984,2170
SLC25A41,0,0,0,0,0,0,1,1,0,0
SLC25A23,0,0,0,4,5,10,4,4,5,11
CRB3,0,0,0,0,4,1,0,3,1,3
DENND1C,830,1588,818,3543,4062,4307,4577,4246,4348,4887
TUBB4A,0,0,4,1,2,3,0,1,0,0
TNFSF9,0,0,0,2,3,1,1,0,0,1
CD70,0,0,0,0,0,1,0,2,1,0
TNFSF14,1327,2565,1244,2529,2421,3679,3085,3545,4030,3132
C3,37,0,73,55,99,55,83,75,81,139
GPR108,3245,4770,4075,2501,3345,3935,4236,4026,5395,4759
TRIP10,11,0,1,14,15,21,13,16,29,19
SH2D3A,6,0,6,52,38,43,37,34,60,38
